"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,"Inorganic Compounds",62851,"Chemical Products",6,113768.99999999999,2018
"Organic chemicals",629,"Acyclic Hydrocarbons",62901,"Chemical Products",6,310084,2018
"Organic chemicals",629,"Cyclic Hydrocarbons",62902,"Chemical Products",6,687935,2018
"Organic chemicals",629,"Halogenated Hydrocarbons",62903,"Chemical Products",6,1367225,2018
"Organic chemicals",629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,"Chemical Products",6,111614.99999999999,2018
"Organic chemicals",629,"Acyclic Alcohols",62905,"Chemical Products",6,3066020,2018
"Organic chemicals",629,"Cyclic Alcohols",62906,"Chemical Products",6,641211,2018
"Organic chemicals",629,"Phenols",62907,"Chemical Products",6,507091.99999999994,2018
"Organic chemicals",629,"Phenol Derivatives",62908,"Chemical Products",6,573607,2018
"Organic chemicals",629,"Ethers",62909,"Chemical Products",6,1870900,2018
"Organic chemicals",629,"Epoxides",62910,"Chemical Products",6,259304,2018
"Organic chemicals",629,"Acetals and Hemiacetals",62911,"Chemical Products",6,10811,2018
"Organic chemicals",629,"Aldehydes",62912,"Chemical Products",6,853523,2018
"Organic chemicals",629,"Aldehyde Derivatives",62913,"Chemical Products",6,1580,2018
"Organic chemicals",629,"Ketones and Quinones",62914,"Chemical Products",6,1681686,2018
"Organic chemicals",629,"Saturated Acyclic Monocarboxylic Acids",62915,"Chemical Products",6,4382224,2018
"Organic chemicals",629,"Unsaturated Acyclic Monocarboxylic Acids",62916,"Chemical Products",6,1080855,2018
"Organic chemicals",629,"Polycarboxylic Acids",62917,"Chemical Products",6,858811,2018
"Organic chemicals",629,"Carboxylic Acids",62918,"Chemical Products",6,2227116,2018
"Organic chemicals",629,"Phosphoric Esters and Salts",62919,"Chemical Products",6,305732,2018
"Organic chemicals",629,"Other Esters",62920,"Chemical Products",6,1871635.9999999998,2018
"Organic chemicals",629,"Amine Compounds",62921,"Chemical Products",6,1813758.0000000002,2018
"Organic chemicals",629,"Oxygen Amino Compounds",62922,"Chemical Products",6,3981618,2018
"Organic chemicals",629,"Quaternary Ammonium Salts and Hydroxides",62923,"Chemical Products",6,1216369,2018
"Organic chemicals",629,"Carboxyamide Compounds",62924,"Chemical Products",6,2681066.0000000005,2018
"Organic chemicals",629,"Carboxyimide Compounds",62925,"Chemical Products",6,2068142.0000000002,2018
"Organic chemicals",629,"Nitrile Compounds",62926,"Chemical Products",6,1429645,2018
"Organic chemicals",629,"Diazo, Azo or Aoxy Compounds",62927,"Chemical Products",6,1134.0000000000002,2018
"Organic chemicals",629,"Hydrazine or Hydroxylamine Derivatives",62928,"Chemical Products",6,554734,2018
"Organic chemicals",629,"Other Nitrogen Compounds",62929,"Chemical Products",6,291543,2018
"Organic chemicals",629,"Organo-Sulfur Compounds",62930,"Chemical Products",6,14479225,2018
"Organic chemicals",629,"Other Organo-Inorganic Compounds",62931,"Chemical Products",6,2113391,2018
"Organic chemicals",629,"Oxygen Heterocyclic Compounds",62932,"Chemical Products",6,4144829,2018
"Organic chemicals",629,"Nitrogen Heterocyclic Compounds",62933,"Chemical Products",6,34863734,2018
"Organic chemicals",629,"Nucleic Acids",62934,"Chemical Products",6,10598337,2018
"Organic chemicals",629,"Sulfonamides",62935,"Chemical Products",6,55338,2018
"Organic chemicals",629,"Vitamins",62936,"Chemical Products",6,3223737,2018
"Organic chemicals",629,"Hormones",62937,"Chemical Products",6,222210,2018
"Organic chemicals",629,"Glycosides",62938,"Chemical Products",6,257049.99999999997,2018
"Organic chemicals",629,"Vegetable Alkaloids",62939,"Chemical Products",6,361606,2018
"Organic chemicals",629,"Chemically Pure Sugars",62940,"Chemical Products",6,804898.9999999999,2018
"Organic chemicals",629,"Antibiotics",62941,"Chemical Products",6,221707,2018
"Organic chemicals",629,"Other Organic Compounds",62942,"Chemical Products",6,874827,2018
"Pharmaceutical products",630,"Glands and Other Organs",63001,"Chemical Products",6,1334659.0000000002,2018
"Pharmaceutical products",630,"Vaccines, blood, antisera, toxins and cultures",63002,"Chemical Products",6,299046171,2018
"Pharmaceutical products",630,"Unpackaged Medicaments",63003,"Chemical Products",6,162870,2018
"Pharmaceutical products",630,"Packaged Medicaments",63004,"Chemical Products",6,701280432,2018
"Pharmaceutical products",630,"Bandages",63005,"Chemical Products",6,8561032,2018
"Pharmaceutical products",630,"Special Pharmaceuticals",63006,"Chemical Products",6,56738137,2018
"Fertilizers",631,"Animal or Vegetable Fertilizers",63101,"Chemical Products",6,79891,2018
"Fertilizers",631,"Nitrogenous Fertilizers",63102,"Chemical Products",6,1045684.0000000001,2018
"Fertilizers",631,"Potassic Fertilizers",63104,"Chemical Products",6,22514714,2018
"Fertilizers",631,"Mixed Mineral or Chemical Fertilizers",63105,"Chemical Products",6,623764,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Vegetable Tanning Extracts",63201,"Chemical Products",6,28906,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Synthetic Tanning Extracts",63202,"Chemical Products",6,123407,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Vegetable or Animal Dyes",63203,"Chemical Products",6,765376.0000000001,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Synthetic Coloring Matter",63204,"Chemical Products",6,6142351,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Lake Pigments",63205,"Chemical Products",6,7148,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Other Coloring Matter",63206,"Chemical Products",6,4336519,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Prepared Pigments",63207,"Chemical Products",6,1452771,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Nonaqueous Paints",63208,"Chemical Products",6,18969764,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Aqueous Paints",63209,"Chemical Products",6,9346708,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Other Paints",63210,"Chemical Products",6,1299059,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Prepared Paint Driers",63211,"Chemical Products",6,49816,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Nonaqueous Pigments",63212,"Chemical Products",6,4959263,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Artistry Paints",63213,"Chemical Products",6,185682.99999999997,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Glaziers Putty",63214,"Chemical Products",6,23666280,2018
"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",632,"Ink",63215,"Chemical Products",6,13843631,2018
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Essential Oils",63301,"Chemical Products",6,1611377,2018
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Scented Mixtures",63302,"Chemical Products",6,6452289,2018
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Perfumes",63303,"Chemical Products",6,23352286,2018
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Beauty Products",63304,"Chemical Products",6,36754838,2018
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Hair Products",63305,"Chemical Products",6,15558251,2018
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Dental Products",63306,"Chemical Products",6,15748102,2018
"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",633,"Shaving Products",63307,"Chemical Products",6,3200016,2018
"Soap, organic surface-active agents, others",634,"Soap",63401,"Chemical Products",6,9187847,2018
"Soap, organic surface-active agents, others",634,"Cleaning Products",63402,"Chemical Products",6,28476582,2018
"Soap, organic surface-active agents, others",634,"Lubricating Products",63403,"Chemical Products",6,14766818,2018
"Soap, organic surface-active agents, others",634,"Waxes",63404,"Chemical Products",6,1781630,2018
"Soap, organic surface-active agents, others",634,"Polishes and Creams",63405,"Chemical Products",6,1533311,2018
"Soap, organic surface-active agents, others",634,"Candles",63406,"Chemical Products",6,235965.99999999997,2018
"Soap, organic surface-active agents, others",634,"Pastes and Waxes",63407,"Chemical Products",6,2705130,2018
"Albuminoidal substances; modified starches; glues; enzymes",635,"Casein",63501,"Chemical Products",6,43788,2018
"Albuminoidal substances; modified starches; glues; enzymes",635,"Water Soluble Proteins",63502,"Chemical Products",6,495696.99999999994,2018
"Albuminoidal substances; modified starches; glues; enzymes",635,"Gelatin",63503,"Chemical Products",6,2965725.9999999995,2018
"Albuminoidal substances; modified starches; glues; enzymes",635,"Peptones",63504,"Chemical Products",6,457236.99999999994,2018
"Albuminoidal substances; modified starches; glues; enzymes",635,"Dextrins",63505,"Chemical Products",6,412274,2018
"Albuminoidal substances; modified starches; glues; enzymes",635,"Glues",63506,"Chemical Products",6,13285870,2018
"Albuminoidal substances; modified starches; glues; enzymes",635,"Enzymes",63507,"Chemical Products",6,1506053.9999999998,2018
"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",636,"Propellant Powders",63601,"Chemical Products",6,35805,2018
"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",636,"Prepared Explosives",63602,"Chemical Products",6,77999,2018
"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",636,"Detonating Fuses",63603,"Chemical Products",6,382718,2018
"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",636,"Fireworks",63604,"Chemical Products",6,1709214,2018
"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations",636,"Pyrophoric Alloys",63606,"Chemical Products",6,179469,2018
"Photographic or cinematographic goods",637,"Photographic Plates",63701,"Chemical Products",6,4256995,2018
"Photographic or cinematographic goods",637,"Photographic Film",63702,"Chemical Products",6,93988,2018
"Photographic or cinematographic goods",637,"Photographic Paper",63703,"Chemical Products",6,258924,2018
"Photographic or cinematographic goods",637,"Developed Exposed Photographic Material",63705,"Chemical Products",6,105833,2018
"Photographic or cinematographic goods",637,"Photographic Chemicals",63707,"Chemical Products",6,199842.00000000003,2018
"Chemical products n.e.s.",638,"Artificial Graphite",63801,"Chemical Products",6,1674195,2018
"Chemical products n.e.s.",638,"Activated Carbon",63802,"Chemical Products",6,456740,2018
"Chemical products n.e.s.",638,"Wood Pulp Lyes",63804,"Chemical Products",6,1514757.9999999998,2018
"Chemical products n.e.s.",638,"Rosin",63806,"Chemical Products",6,91437.99999999999,2018
"Chemical products n.e.s.",638,"Pesticides",63808,"Chemical Products",6,32661259,2018
"Chemical products n.e.s.",638,"Dyeing Finishing Agents",63809,"Chemical Products",6,1974449,2018
"Chemical products n.e.s.",638,"Metal Pickling Preparations",63810,"Chemical Products",6,1882766,2018
"Chemical products n.e.s.",638,"Antiknock",63811,"Chemical Products",6,5042594,2018
"Chemical products n.e.s.",638,"Prepared Rubber Accelerators",63812,"Chemical Products",6,1648373,2018
"Chemical products n.e.s.",638,"Fire Extinguishers Preparations",63813,"Chemical Products",6,112825,2018
"Chemical products n.e.s.",638,"Organic Composite Solvents",63814,"Chemical Products",6,1251327,2018
"Chemical products n.e.s.",638,"Reaction and Catalytic Products",63815,"Chemical Products",6,1290737,2018
"Chemical products n.e.s.",638,"Refractory Cements",63816,"Chemical Products",6,941549,2018
"Chemical products n.e.s.",638,"Alkylbenzenes and Alkylnaphthalenes",63817,"Chemical Products",6,4356,2018
"Chemical products n.e.s.",638,"Disc Chemicals for Electronics",63818,"Chemical Products",6,4921450,2018
